,x,y,id,address,category_group_code,category_group_name,category_name,place_name,road_address_name
13,126.9219745614352,37.55142754085362,1546782043,서울 마포구 서교동 364-14,CE7,카페,음식점 > 카페,산리오러버스클럽,서울 마포구 와우산로19길 18
14,126.92649844260332,37.5577446346546,1789749349,서울 마포구 동교동 192-45,CE7,카페,음식점 > 카페,무신사테라스,서울 마포구 양화로 188
15,126.922525282682,37.5518171346304,1604855298,서울 마포구 서교동 364-4,CE7,카페,음식점 > 카페 > 테마카페,ESC방탈출카페 홍대점,서울 마포구 와우산로21길 19-16
16,126.918435148767,37.5458137305902,12518512,서울 마포구 합정동 357-6,CE7,카페,음식점 > 카페 > 커피전문점,앤트러사이트 합정점,서울 마포구 토정로5길 10
17,126.923256037934,37.5499110997905,10361948,서울 마포구 상수동 86-37,CE7,카페,음식점 > 카페 > 테마카페 > 디저트카페,르쁘띠푸 홍대본점,서울 마포구 와우산로 62
18,126.922395768091,37.5501195691292,1351400084,서울 마포구 서교동 410-9,CE7,카페,음식점 > 카페 > 테마카페,서울이스케이프룸 홍대2호점,서울 마포구 와우산로17길 11
19,126.920600860929,37.5480857234544,14565564,서울 마포구 상수동 317-11,CE7,카페,음식점 > 카페 > 테마카페 > 디저트카페,달콤한거짓말,서울 마포구 독막로 61-4
20,126.922746421907,37.5524659980373,12532489,서울 마포구 서교동 358-124,CE7,카페,음식점 > 카페 > 테마카페 > 사주카페,재미난조각가 홍대점,서울 마포구 와우산로21길 24
21,126.921243241376,37.552749720304,36768345,서울 마포구 서교동 369-42,CE7,카페,음식점 > 카페,카페 지금여기,서울 마포구 양화로16길 30-5
22,126.919931450613,37.551840632165,7871776,서울 마포구 서교동 368-7,CE7,카페,음식점 > 카페 > 테마카페,멜로우,서울 마포구 잔다리로 30-11
23,126.922674396046,37.5520767197903,1228594008,서울 마포구 서교동 364-2,CE7,카페,음식점 > 카페 > 테마카페 > 고양이카페,집사의하루 홍대점,서울 마포구 와우산로21길 19-8
24,126.922843593932,37.5504189940142,678802397,서울 마포구 서교동 407-2,CE7,카페,음식점 > 카페 > 테마카페,싸인이스케이프 홍대점,서울 마포구 와우산로 65
25,126.922881704192,37.5573639089622,23634722,서울 마포구 동교동 158-24,CE7,카페,음식점 > 카페 > 테마카페 > 북카페,1984,서울 마포구 동교로 194
